,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,YearBuilt,1stFlrSF,YearRemod/Add,GarageYrBlt,FullBath,TotRmsAbvGrd,Fireplaces,MasVnrArea,BsmtFinSF1,LotFrontage,WoodDeckSF,OpenPorchSF,HalfBath,BsmtFullBath,2ndFlrSF,LotArea,BsmtUnfSF,BedroomAbvGr,ScreenPorch,PoolArea,3SsnPorch,BsmtFinSF2,MiscVal,BsmtHalfBath,Order,YrSold,LowQualFinSF,OverallCond,KitchenAbvGr,EnclosedPorch
132,6,1520,1.0,364.0,1156.0,1955,1520,1972,1955.0,1,7,2,164.0,674.0,80.0,0,0,0,1.0,0,9600,350.0,3,0,0,0,132.0,0,0.0,133,2010,0,6,1,189
133,5,1268,1.0,244.0,1268.0,1954,1268,1954,1954.0,1,7,1,200.0,540.0,78.0,0,98,0,0.0,0,7800,728.0,2,0,0,0,0.0,0,0.0,134,2010,0,6,1,0
134,6,1128,1.0,315.0,1080.0,1966,1128,2008,1966.0,1,5,1,216.0,944.0,75.0,238,0,0,1.0,0,11380,136.0,2,0,0,0,0.0,1500,0.0,135,2010,0,8,1,0
135,5,2274,2.0,480.0,1105.0,1960,1105,1960,1960.0,2,12,0,361.0,443.0,80.0,0,0,0,0.0,1169,11600,662.0,5,0,0,0,0.0,0,0.0,136,2010,0,5,2,0
136,7,2207,2.0,576.0,1947.0,1970,2207,1989,1970.0,2,7,1,287.0,912.0,0.0,301,0,0,1.0,0,19900,1035.0,3,0,0,0,0.0,0,0.0,137,2010,0,5,1,0
137,6,1888,2.0,578.0,1517.0,1966,1888,2002,1966.0,2,6,1,0.0,247.0,137.0,0,0,1,0.0,0,16492,557.0,2,0,0,0,713.0,0,0.0,138,2010,0,6,1,0
138,5,1604,2.0,576.0,1604.0,1958,1604,1958,1958.0,2,8,0,0.0,0.0,70.0,42,0,0,0.0,0,8267,1604.0,4,0,0,0,0.0,0,0.0,139,2010,0,5,2,0
139,7,1480,2.0,620.0,1480.0,2003,1480,2009,2003.0,2,7,0,506.0,1188.0,70.0,252,73,0,1.0,0,8197,292.0,3,0,0,0,0.0,300,0.0,140,2010,0,5,1,0
140,5,1143,1.0,308.0,1143.0,1959,1143,1959,1959.0,1,6,0,150.0,856.0,0.0,0,0,0,1.0,0,8050,125.0,3,0,0,0,162.0,0,0.0,141,2010,0,5,1,0
141,5,1700,2.0,447.0,1398.0,1959,1700,1959,1959.0,1,6,1,0.0,1018.0,70.0,0,38,1,0.0,0,10552,380.0,4,0,0,0,0.0,0,1.0,142,2010,0,5,1,0
142,5,1314,1.0,294.0,1314.0,1957,1314,1957,1957.0,1,5,0,0.0,922.0,70.0,250,0,0,1.0,0,8400,392.0,3,0,0,0,0.0,0,0.0,143,2010,0,6,1,0
143,6,1194,1.0,312.0,1194.0,1959,1194,1959,1959.0,1,6,0,220.0,0.0,73.0,0,0,0,1.0,0,8760,1194.0,3,0,0,0,0.0,0,0.0,144,2010,0,6,1,120
144,5,1188,2.0,531.0,1188.0,1959,1188,1959,1959.0,1,6,0,180.0,1000.0,0.0,0,0,0,1.0,0,12160,188.0,3,0,0,0,0.0,0,0.0,145,2010,0,5,1,0
145,5,1264,2.0,461.0,1268.0,1960,1264,1960,1960.0,1,6,2,324.0,697.0,73.0,0,0,0,1.0,0,9300,571.0,3,143,0,0,0.0,0,0.0,146,2010,0,5,1,0
146,5,1206,1.0,312.0,1206.0,1959,1206,1959,1959.0,1,6,0,91.0,936.0,87.0,0,21,0,0.0,0,10725,270.0,3,0,0,0,0.0,0,0.0,147,2010,0,5,1,0
147,6,1580,2.0,440.0,1244.0,1959,1580,1959,1956.0,1,6,2,432.0,734.0,80.0,0,28,1,1.0,0,10032,510.0,3,160,0,0,0.0,0,0.0,148,2010,0,5,1,0
148,4,1337,1.0,263.0,832.0,1956,832,1956,1956.0,1,5,0,0.0,0.0,60.0,0,0,0,0.0,505,8382,832.0,3,0,0,0,0.0,0,0.0,149,2010,0,5,1,0
149,5,1064,1.0,318.0,864.0,1952,1064,1952,1952.0,1,4,0,0.0,339.0,60.0,0,0,0,0.0,0,10950,525.0,2,0,0,0,0.0,0,1.0,150,2010,0,7,1,0
150,5,972,1.0,305.0,972.0,1955,972,1955,1955.0,1,5,0,0.0,648.0,119.0,0,0,0,0.0,0,10895,324.0,3,0,0,0,0.0,0,0.0,151,2010,0,6,1,205
151,5,988,1.0,264.0,988.0,1958,988,1958,1958.0,1,5,0,0.0,532.0,70.0,0,0,0,1.0,0,13587,456.0,2,0,0,0,0.0,0,0.0,152,2010,0,5,1,0
152,5,1057,1.0,246.0,1057.0,1953,1057,2007,1953.0,1,5,0,0.0,731.0,68.0,0,52,0,1.0,0,7922,326.0,3,0,0,0,0.0,0,0.0,153,2010,0,7,1,0
153,4,985,2.0,676.0,576.0,1920,985,1994,1989.0,1,4,0,0.0,0.0,65.0,0,0,0,0.0,0,7898,576.0,2,0,0,0,0.0,0,1.0,154,2010,0,7,1,0
154,5,827,1.0,392.0,0.0,1955,827,2007,1967.0,1,5,1,0.0,0.0,60.0,0,0,0,0.0,0,7200,0.0,2,0,0,0,0.0,0,0.0,155,2010,0,7,1,0
155,5,1086,2.0,490.0,1086.0,1954,1086,2003,1989.0,1,6,0,104.0,320.0,85.0,0,0,0,1.0,0,10200,404.0,3,0,0,0,362.0,0,0.0,156,2010,0,7,1,0
156,5,936,1.0,308.0,936.0,1956,936,2000,1956.0,1,4,0,0.0,248.0,74.0,0,0,0,1.0,0,5868,448.0,2,160,0,0,240.0,0,0.0,157,2010,0,7,1,80
157,6,1458,1.0,330.0,912.0,1948,912,1950,1948.0,1,6,1,0.0,0.0,78.0,192,0,0,0.0,546,17503,912.0,3,0,0,0,0.0,0,1.0,158,2010,0,5,1,0
158,6,1056,2.0,576.0,1056.0,1980,1056,1980,1980.0,0,4,0,0.0,1056.0,64.0,264,56,0,2.0,0,6979,0.0,0,0,0,0,0.0,600,0.0,159,2010,0,5,2,0
159,5,1287,2.0,576.0,1063.0,1959,1287,2006,1997.0,1,7,1,0.0,72.0,0.0,364,17,0,1.0,0,9830,733.0,3,182,0,0,258.0,0,0.0,160,2010,0,7,1,0
160,7,2978,2.0,564.0,710.0,1967,1898,2007,1961.0,2,11,1,300.0,0.0,96.0,240,0,1,0.0,1080,11275,710.0,5,0,0,0,0.0,0,0.0,161,2010,0,7,1,0
161,6,1224,1.0,280.0,816.0,1948,816,2004,1950.0,1,5,0,0.0,481.0,60.0,414,0,0,1.0,408,8064,161.0,3,0,0,0,174.0,0,0.0,162,2010,0,8,1,0
162,5,1246,1.0,305.0,1246.0,1959,1246,1994,1959.0,1,6,0,0.0,340.0,75.0,218,0,1,1.0,0,7500,0.0,3,0,0,0,906.0,0,0.0,163,2010,0,7,1,0
163,5,1385,2.0,720.0,910.0,1952,910,1952,2000.0,2,6,0,0.0,507.0,71.0,0,0,0,0.0,475,8520,403.0,4,0,0,0,0.0,0,0.0,164,2010,0,4,1,0
164,5,900,2.0,576.0,900.0,1951,900,2000,2005.0,1,5,0,0.0,234.0,60.0,222,32,0,0.0,0,7200,180.0,3,0,0,0,486.0,0,1.0,165,2010,0,7,1,0
165,6,1116,2.0,440.0,1116.0,1962,1116,1962,1962.0,1,5,0,261.0,0.0,87.0,0,0,1,0.0,0,10000,1116.0,3,385,0,0,0.0,0,0.0,166,2010,0,6,1,0
166,5,1175,2.0,484.0,1175.0,1960,1175,1960,1960.0,1,6,0,0.0,588.0,81.0,0,0,1,0.0,0,7635,237.0,3,0,0,0,350.0,0,0.0,167,2010,0,6,1,0
167,6,1395,2.0,440.0,1395.0,1963,1395,1984,1963.0,1,7,1,218.0,717.0,80.0,657,0,0,1.0,0,9760,415.0,2,240,0,0,263.0,0,0.0,168,2010,0,7,1,113
168,6,1839,2.0,442.0,756.0,1966,1051,1966,1966.0,1,7,1,351.0,0.0,70.0,0,124,1,0.0,788,7700,756.0,4,0,0,0,0.0,0,0.0,169,2010,0,5,1,216
169,4,1844,1.0,240.0,709.0,1900,1157,1954,1900.0,1,9,2,771.0,48.0,60.0,84,0,0,1.0,687,4800,661.0,3,0,0,0,0.0,0,0.0,170,2010,0,5,1,0
170,4,1140,0.0,0.0,576.0,1910,792,2004,0.0,1,7,0,0.0,0.0,55.0,0,160,0,0.0,348,8800,576.0,3,0,0,0,0.0,0,0.0,171,2010,0,7,1,0
171,5,936,0.0,0.0,936.0,1920,936,1950,0.0,1,5,1,0.0,579.0,56.0,51,0,0,1.0,0,4485,357.0,2,0,0,0,0.0,0,0.0,172,2010,0,7,1,135
172,5,1028,2.0,360.0,1008.0,1927,1028,1950,1927.0,1,5,1,0.0,0.0,56.0,0,0,0,0.0,0,8960,1008.0,2,0,0,0,0.0,0,0.0,173,2010,0,6,1,130
173,5,1347,2.0,551.0,1347.0,1957,1347,1957,1957.0,1,6,0,0.0,274.0,69.0,0,0,0,1.0,0,5805,0.0,3,0,0,0,1073.0,0,1.0,174,2010,0,7,1,0
174,3,1605,1.0,379.0,840.0,1915,840,1950,1915.0,2,8,0,0.0,0.0,60.0,0,0,0,0.0,765,5790,840.0,3,0,0,0,0.0,0,0.0,175,2010,0,6,2,202
175,4,747,1.0,220.0,747.0,1945,747,1950,1945.0,1,4,0,0.0,0.0,47.0,0,0,0,0.0,0,4608,747.0,2,0,0,0,0.0,0,0.0,176,2010,0,6,1,0
176,5,804,1.0,240.0,788.0,1940,804,1992,1940.0,1,4,2,294.0,510.0,60.0,0,0,0,1.0,0,7200,278.0,2,0,0,0,0.0,0,0.0,177,2010,0,7,1,154
177,5,1316,2.0,484.0,926.0,1929,926,2001,1974.0,1,6,0,0.0,234.0,50.0,0,0,0,1.0,0,5500,0.0,3,0,0,0,692.0,0,0.0,178,2010,390,7,1,0
178,6,1251,1.0,240.0,827.0,1938,827,2000,1938.0,1,6,0,0.0,0.0,50.0,0,0,0,0.0,424,6900,827.0,3,0,0,0,0.0,0,0.0,179,2010,0,7,1,0
179,5,1633,1.0,240.0,1027.0,1948,1027,2009,1948.0,1,7,1,0.0,780.0,69.0,0,100,0,0.0,606,11851,247.0,3,0,0,0,0.0,0,0.0,180,2010,0,7,1,126
180,5,1245,1.0,315.0,1008.0,1920,1060,1962,1962.0,1,6,0,0.0,176.0,0.0,0,0,0,0.0,185,8239,832.0,3,0,0,0,0.0,0,0.0,181,2010,0,6,1,334
181,2,832,2.0,780.0,678.0,1923,832,1970,1928.0,1,5,1,0.0,0.0,68.0,0,0,0,0.0,0,9656,678.0,2,0,0,0,0.0,0,0.0,182,2010,0,2,1,0
182,6,720,2.0,484.0,624.0,1928,720,2003,2005.0,1,5,0,0.0,0.0,60.0,106,0,0,0.0,0,8520,624.0,2,0,0,0,0.0,0,0.0,183,2010,0,8,1,0
183,8,1566,1.0,288.0,930.0,1900,930,2003,1930.0,2,7,0,0.0,0.0,60.0,54,228,0,0.0,636,9600,930.0,3,0,0,0,0.0,0,0.0,184,2010,0,9,1,246
184,5,1652,1.0,416.0,686.0,1915,966,1950,1961.0,2,7,0,0.0,686.0,60.0,0,0,0,1.0,686,10800,0.0,4,0,0,0,0.0,1200,0.0,185,2010,0,6,1,196
185,8,2268,2.0,624.0,346.0,1890,1157,2002,2003.0,3,7,0,0.0,0.0,50.0,0,108,0,0.0,1111,9000,346.0,3,0,0,0,0.0,0,0.0,186,2010,0,9,1,0
186,5,2256,0.0,0.0,840.0,1910,1128,1950,0.0,2,12,0,0.0,0.0,100.0,0,18,0,0.0,1128,9045,840.0,4,0,0,0,0.0,0,0.0,187,2010,0,3,2,18
187,6,1236,2.0,923.0,912.0,1957,1236,1996,1957.0,1,6,0,0.0,600.0,90.0,0,158,0,1.0,0,7407,312.0,2,0,0,0,0.0,0,0.0,188,2010,0,7,1,158
188,4,1363,2.0,528.0,622.0,1910,741,1950,1966.0,1,6,0,0.0,0.0,60.0,0,0,0,0.0,622,7740,622.0,3,168,0,0,0.0,0,0.0,189,2010,0,7,1,0
189,4,2290,2.0,560.0,777.0,1885,1246,1950,1971.0,2,11,0,0.0,0.0,60.0,0,0,0,0.0,1044,11340,777.0,4,0,0,0,0.0,0,0.0,190,2010,0,6,2,114
190,6,1470,2.0,624.0,738.0,1922,868,1994,1970.0,1,6,0,0.0,283.0,60.0,0,0,1,0.0,602,10560,455.0,2,0,0,0,0.0,0,0.0,191,2010,0,7,1,0
191,5,1612,1.0,363.0,988.0,1950,1030,1997,1950.0,1,7,0,0.0,788.0,53.0,0,0,1,0.0,582,5830,200.0,3,0,0,0,0.0,0,0.0,192,2010,0,6,1,0
192,7,2068,1.0,315.0,1108.0,1922,1160,2005,1928.0,1,8,1,0.0,474.0,0.0,0,0,1,0.0,908,7793,634.0,3,0,0,0,0.0,0,0.0,193,2010,0,7,1,60
193,4,765,1.0,200.0,765.0,1925,765,1950,1926.0,1,4,0,0.0,188.0,50.0,135,0,0,1.0,0,5000,577.0,2,0,0,0,0.0,0,0.0,194,2010,0,7,1,41
194,6,1132,1.0,240.0,608.0,1939,608,1950,1939.0,1,5,0,0.0,452.0,50.0,0,0,0,1.0,524,6000,144.0,2,0,0,0,12.0,0,0.0,195,2010,0,7,1,128
195,6,1196,2.0,576.0,572.0,1940,848,1950,1973.0,1,6,2,0.0,264.0,50.0,0,0,1,0.0,348,6000,308.0,3,0,0,0,0.0,0,1.0,196,2010,0,6,1,0
196,5,1453,1.0,240.0,835.0,1942,955,1950,1942.0,1,7,2,300.0,360.0,53.0,0,0,1,0.0,498,6360,316.0,3,148,0,0,159.0,0,0.0,197,2010,0,6,1,35
197,6,1416,1.0,312.0,780.0,1948,780,1950,1948.0,1,6,0,0.0,300.0,50.0,221,0,1,0.0,636,6000,480.0,3,0,0,0,0.0,0,0.0,198,2010,0,7,1,48
198,5,1040,2.0,624.0,528.0,1936,548,1980,1979.0,1,5,0,0.0,276.0,52.0,306,0,0,0.0,492,6240,252.0,2,0,0,0,0.0,0,0.0,199,2010,0,7,1,32
199,5,1536,2.0,480.0,928.0,1930,928,1950,1930.0,2,7,1,0.0,448.0,52.0,0,10,0,0.0,608,6240,480.0,4,0,0,0,0.0,0,0.0,200,2010,0,5,1,0
200,6,1068,1.0,288.0,1124.0,1923,1068,1950,1923.0,1,5,1,0.0,960.0,51.0,0,0,0,1.0,0,6120,164.0,2,0,0,0,0.0,0,0.0,201,2010,0,5,1,128
201,7,1710,2.0,480.0,576.0,1921,902,1950,1990.0,2,9,0,0.0,0.0,50.0,12,11,0,0.0,808,10300,576.0,3,0,0,0,0.0,0,0.0,202,2010,0,6,1,64
202,4,1962,2.0,572.0,888.0,1915,888,1950,1915.0,1,9,1,0.0,0.0,57.0,160,0,1,0.0,1074,8094,888.0,4,0,0,0,0.0,0,0.0,203,2010,0,5,1,364
203,6,1560,0.0,0.0,780.0,1912,780,2009,0.0,1,7,0,0.0,0.0,60.0,344,0,1,0.0,780,12900,780.0,3,168,0,0,0.0,0,0.0,204,2010,0,8,1,0
204,6,1324,1.0,180.0,662.0,1920,662,1993,1920.0,1,6,0,0.0,0.0,52.0,0,0,0,0.0,662,3068,662.0,3,0,0,0,0.0,0,1.0,205,2010,0,8,1,112
205,5,816,2.0,516.0,816.0,1963,816,1963,1963.0,1,5,0,0.0,104.0,110.0,106,0,0,1.0,0,8472,0.0,2,0,0,0,712.0,0,0.0,206,2010,0,5,1,0
206,4,1092,0.0,0.0,0.0,1930,372,1950,0.0,2,7,0,0.0,0.0,70.0,0,0,0,0.0,720,5600,0.0,3,0,0,0,0.0,3500,0.0,207,2010,0,5,2,0
207,5,1812,2.0,672.0,360.0,1900,1032,1996,1999.0,2,8,1,0.0,0.0,76.0,344,0,0,0.0,780,7630,360.0,4,0,0,0,0.0,0,0.0,208,2010,0,9,2,40
208,7,2403,1.0,349.0,1032.0,1940,1207,1950,1940.0,2,10,2,0.0,0.0,0.0,56,0,0,0.0,1196,24090,1032.0,4,0,0,0,0.0,0,0.0,209,2010,0,7,1,318
209,5,1675,1.0,365.0,1422.0,1959,1675,1959,1959.0,2,8,2,90.0,766.0,100.0,0,132,0,0.0,0,15263,656.0,3,0,0,0,0.0,0,0.0,210,2010,0,5,1,0
210,5,1224,1.0,180.0,689.0,1917,725,1950,1917.0,1,6,0,0.0,0.0,72.0,0,0,1,0.0,499,10632,689.0,3,0,0,0,0.0,0,0.0,211,2010,0,3,1,248
211,5,1392,0.0,0.0,1212.0,1915,1212,1950,0.0,1,6,0,0.0,1026.0,60.0,0,0,0,1.0,180,9900,186.0,3,0,0,0,0.0,0,0.0,212,2010,0,4,1,168
212,6,919,1.0,231.0,600.0,1940,600,1950,1940.0,1,5,0,0.0,368.0,65.0,0,0,0,0.0,319,6001,232.0,3,0,0,0,0.0,0,0.0,213,2010,0,5,1,45
213,4,1884,0.0,0.0,707.0,1907,942,1950,0.0,1,7,0,0.0,73.0,0.0,0,0,1,0.0,942,6449,634.0,4,0,0,0,0.0,0,0.0,214,2010,0,1,1,239
214,5,1680,2.0,450.0,856.0,1910,936,1950,1910.0,2,7,1,0.0,736.0,60.0,56,144,0,1.0,744,6048,120.0,2,0,0,0,0.0,0,0.0,215,2010,0,7,2,0
215,5,1020,0.0,0.0,780.0,1875,780,1996,0.0,1,6,0,0.0,0.0,54.0,0,0,0,0.0,240,6342,780.0,2,0,0,0,0.0,0,0.0,216,2010,0,8,1,176
216,4,1832,0.0,0.0,1832.0,1967,1832,1967,0.0,2,8,0,72.0,704.0,72.0,0,58,0,2.0,0,10773,1128.0,4,0,0,0,0.0,0,0.0,217,2010,0,3,2,0
217,4,1768,0.0,0.0,1768.0,1968,1768,1968,0.0,2,8,0,0.0,0.0,72.0,0,0,0,0.0,0,10778,1768.0,4,0,0,0,0.0,0,0.0,218,2010,0,5,2,0
218,5,1039,2.0,504.0,1039.0,1965,1039,1965,1965.0,1,6,0,0.0,841.0,75.0,0,0,1,1.0,0,11625,198.0,3,0,0,0,0.0,0,0.0,219,2010,0,4,1,0
219,5,1392,2.0,528.0,1392.0,1957,1392,1996,1957.0,1,5,1,180.0,1302.0,0.0,0,0,1,1.0,0,11341,90.0,3,95,0,0,0.0,0,0.0,220,2010,0,6,1,0
220,5,912,1.0,336.0,912.0,1967,912,1967,1974.0,1,5,1,0.0,842.0,70.0,0,0,0,0.0,0,8521,70.0,3,0,0,0,0.0,0,0.0,221,2010,0,5,1,0
221,5,1060,1.0,270.0,1060.0,1968,1060,2001,1968.0,1,6,1,0.0,188.0,0.0,406,90,0,1.0,0,8246,204.0,3,0,0,0,668.0,0,0.0,222,2010,0,8,1,0
222,5,892,1.0,416.0,864.0,1966,892,2008,1966.0,1,5,0,47.0,240.0,65.0,0,0,0,1.0,0,7800,150.0,3,0,0,0,474.0,0,0.0,223,2010,0,7,1,0
223,6,1352,1.0,299.0,663.0,1969,663,1969,1969.0,1,7,0,143.0,371.0,80.0,379,36,1,0.0,689,9364,292.0,4,0,0,0,0.0,0,0.0,224,2010,0,7,1,0
224,5,864,1.0,280.0,864.0,1968,864,1968,1969.0,1,4,0,0.0,775.0,65.0,226,0,0,1.0,0,7832,89.0,2,0,0,0,0.0,0,0.0,225,2010,0,5,1,0
225,5,1373,2.0,591.0,1319.0,1978,1373,1978,1978.0,1,5,2,0.0,1319.0,0.0,0,0,0,1.0,0,7424,0.0,3,0,0,0,0.0,0,0.0,226,2010,0,5,1,0
226,5,1440,2.0,480.0,720.0,1968,720,1968,1968.0,1,7,2,0.0,267.0,86.0,192,38,1,0.0,720,11227,0.0,4,0,0,0,453.0,0,0.0,227,2010,0,5,1,0
227,6,1386,2.0,440.0,672.0,1978,672,1978,1978.0,2,6,1,328.0,438.0,0.0,335,0,1,0.0,714,11616,234.0,3,0,0,0,0.0,0,0.0,228,2010,0,5,1,0
228,7,2260,2.0,533.0,1306.0,1996,1306,1997,1996.0,2,7,0,0.0,1201.0,80.0,296,44,1,1.0,954,14000,105.0,3,0,0,0,0.0,0,0.0,229,2010,0,5,1,0
229,7,1483,2.0,690.0,1420.0,1977,1483,2001,1977.0,1,4,2,0.0,1092.0,0.0,496,0,1,1.0,0,20062,328.0,1,0,0,0,0.0,0,0.0,230,2010,0,7,1,0
230,4,756,2.0,440.0,660.0,1927,756,1950,1945.0,1,4,0,0.0,0.0,94.0,80,0,0,0.0,0,9259,660.0,2,0,0,0,0.0,0,0.0,231,2010,0,4,1,0
231,4,1067,2.0,436.0,1067.0,1950,1067,1995,1996.0,2,4,0,0.0,442.0,60.0,290,0,0,0.0,0,9600,625.0,2,0,0,0,0.0,0,0.0,232,2010,0,7,1,0
232,7,1524,2.0,586.0,1332.0,1979,1332,1979,1979.0,0,4,1,0.0,1258.0,0.0,268,0,1,2.0,192,23595,74.0,0,0,0,0,0.0,0,0.0,233,2010,0,6,1,0
233,6,1981,2.0,522.0,1117.0,1978,1117,1992,1978.0,2,8,1,288.0,964.0,0.0,336,104,1,1.0,864,17082,153.0,4,0,0,0,0.0,0,0.0,234,2010,0,5,1,0
234,3,1610,1.0,480.0,972.0,1938,1052,1990,1938.0,2,8,1,0.0,288.0,124.0,0,0,0,0.0,558,18600,0.0,4,0,0,0,684.0,450,1.0,235,2010,0,4,1,60
235,5,835,1.0,366.0,458.0,1920,835,1950,1920.0,1,5,0,0.0,108.0,85.0,0,0,0,0.0,0,10625,350.0,2,0,0,0,0.0,400,0.0,236,2010,0,5,1,77
236,6,1074,1.0,467.0,663.0,1950,1074,1987,1987.0,1,6,1,0.0,104.0,65.0,0,52,0,1.0,0,11479,172.0,3,0,0,0,387.0,0,0.0,237,2010,0,7,1,52
237,5,1144,1.0,596.0,1144.0,1956,1144,1956,1956.0,1,6,0,0.0,739.0,68.0,44,0,0,1.0,0,9571,405.0,3,0,0,0,0.0,0,0.0,238,2010,0,6,1,0
238,4,1531,1.0,209.0,756.0,1947,1169,1979,1947.0,1,8,1,0.0,192.0,50.0,0,0,0,0.0,0,9350,564.0,3,0,0,0,0.0,0,0.0,239,2010,362,6,1,0
239,5,1172,1.0,366.0,1172.0,1954,1172,1998,1954.0,1,5,0,0.0,954.0,75.0,240,0,0,1.0,0,9525,218.0,3,0,0,0,0.0,0,0.0,240,2010,0,7,1,0
240,6,1212,2.0,460.0,1212.0,2009,1212,2009,2009.0,2,6,0,0.0,36.0,83.0,100,22,0,0.0,0,10420,1176.0,3,0,0,0,0.0,0,0.0,241,2010,0,5,1,0
241,7,1508,2.0,572.0,1508.0,2009,1508,2010,2009.0,1,5,2,96.0,1346.0,44.0,0,0,0,1.0,0,17485,162.0,1,0,0,0,0.0,0,0.0,242,2010,0,5,1,0
242,5,1298,2.0,504.0,1250.0,1964,1298,1964,1964.0,2,5,0,0.0,0.0,0.0,0,144,0,0.0,0,11200,1250.0,3,0,0,0,0.0,0,0.0,243,2010,0,3,1,0
243,4,930,1.0,308.0,0.0,1946,930,2006,1946.0,1,6,0,0.0,0.0,60.0,0,0,0,0.0,0,11100,0.0,2,0,0,0,0.0,0,0.0,244,2010,0,7,1,0
244,6,1732,2.0,476.0,741.0,1985,977,1985,1985.0,2,7,1,336.0,0.0,77.0,192,46,1,0.0,755,9206,741.0,3,0,0,0,0.0,0,0.0,245,2010,0,5,1,0
245,7,1433,2.0,528.0,1433.0,1987,1433,1987,1987.0,1,4,2,177.0,1433.0,83.0,0,278,1,1.0,0,11980,0.0,1,266,0,0,0.0,0,0.0,246,2010,0,5,1,0
246,6,1802,4.0,1017.0,946.0,1993,964,1993,2000.0,2,8,1,85.0,860.0,87.0,450,92,1,0.0,838,12361,86.0,3,0,0,0,0.0,0,1.0,247,2010,0,7,1,0
247,7,1949,2.0,574.0,1050.0,1993,1062,1994,1993.0,2,8,1,246.0,750.0,80.0,156,90,1,1.0,887,9938,300.0,3,0,0,0,0.0,0,0.0,248,2010,0,5,1,0
248,6,996,2.0,564.0,936.0,1992,996,1992,1992.0,1,5,0,0.0,747.0,73.0,120,0,0,1.0,0,9069,189.0,2,0,0,0,0.0,0,0.0,249,2010,0,6,1,0
249,8,1694,3.0,776.0,1694.0,2008,1694,2008,2008.0,2,7,0,72.0,0.0,64.0,160,33,0,0.0,0,10475,1694.0,3,0,0,0,0.0,0,0.0,250,2010,0,5,1,0
250,7,1208,2.0,632.0,1187.0,2006,1208,2006,2006.0,2,6,0,24.0,686.0,64.0,105,61,0,1.0,0,6762,501.0,2,0,0,0,0.0,0,0.0,251,2010,0,5,1,0
251,7,1226,3.0,740.0,1226.0,2009,1226,2009,2009.0,2,6,0,0.0,0.0,94.0,0,36,0,0.0,0,10402,1226.0,3,0,0,0,0.0,0,0.0,252,2010,0,5,1,0
252,7,1222,2.0,615.0,1222.0,2010,1222,2010,2009.0,2,6,0,80.0,24.0,64.0,0,54,0,0.0,0,7360,1198.0,2,0,0,0,0.0,0,0.0,253,2010,0,5,1,0
253,7,3222,3.0,594.0,1673.0,1990,1699,1990,1990.0,3,11,2,0.0,1470.0,90.0,367,0,0,1.0,1523,12376,203.0,5,0,0,0,0.0,0,0.0,254,2010,0,5,1,0
254,6,1445,2.0,484.0,676.0,1900,831,1993,1957.0,2,6,0,0.0,0.0,82.0,0,59,0,0.0,614,14235,676.0,3,0,0,0,0.0,0,0.0,255,2010,0,8,1,0
255,6,1052,2.0,440.0,1010.0,1971,1052,1971,1971.0,1,6,0,80.0,504.0,80.0,0,0,0,1.0,0,8816,506.0,3,0,0,0,0.0,0,0.0,256,2010,0,7,1,0
256,5,965,2.0,580.0,870.0,1996,965,1996,1998.0,1,4,0,0.0,870.0,82.0,71,0,0,1.0,0,11105,0.0,2,0,0,0,0.0,0,0.0,257,2010,0,5,1,0
257,7,1692,2.0,513.0,878.0,1997,892,1998,1997.0,2,8,1,0.0,353.0,0.0,0,39,1,0.0,800,9337,525.0,3,0,0,0,0.0,0,0.0,258,2010,0,5,1,0
258,6,1682,2.0,523.0,804.0,1998,804,1998,1998.0,2,7,0,116.0,505.0,70.0,0,77,1,0.0,878,8750,299.0,3,0,0,0,0.0,0,0.0,259,2010,0,5,1,0
259,5,1026,1.0,308.0,1026.0,1977,1026,2004,1977.0,1,5,0,0.0,198.0,38.0,316,85,1,1.0,0,15240,140.0,3,0,0,0,688.0,0,0.0,260,2010,0,8,1,0
260,6,1392,1.0,299.0,689.0,1977,689,1977,1977.0,1,6,0,153.0,378.0,0.0,0,36,1,0.0,703,10900,311.0,3,0,0,0,0.0,450,0.0,261,2010,0,7,1,0
261,5,894,1.0,308.0,894.0,1976,894,1976,1976.0,1,5,0,0.0,182.0,75.0,365,0,0,1.0,0,10650,0.0,3,0,0,0,712.0,0,0.0,262,2010,0,6,1,0
262,5,876,2.0,484.0,876.0,1972,876,1972,1977.0,1,5,0,0.0,480.0,68.0,0,0,0,1.0,0,7480,396.0,3,0,0,0,0.0,0,0.0,263,2010,0,6,1,0
263,8,1978,3.0,850.0,1978.0,2003,1978,2003,2003.0,2,8,1,320.0,1682.0,80.0,188,25,1,1.0,0,10389,296.0,3,0,0,0,0.0,0,0.0,264,2010,0,5,1,0
264,8,1601,2.0,670.0,1581.0,2001,1601,2002,2001.0,2,6,1,479.0,1358.0,0.0,180,0,0,1.0,0,11423,223.0,3,0,0,0,0.0,2000,0.0,265,2010,0,5,1,0
265,7,1829,2.0,613.0,941.0,2003,941,2003,2003.0,2,7,1,223.0,483.0,44.0,192,39,1,1.0,888,9548,458.0,3,0,0,0,0.0,0,0.0,266,2010,0,6,1,0
266,7,2098,2.0,621.0,1040.0,1997,1044,1997,1997.0,2,9,1,0.0,0.0,75.0,331,38,1,0.0,1054,9375,1040.0,4,0,0,0,0.0,0,0.0,267,2010,0,5,1,0
