,Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,51,528188120,SC160,RL,36.0,2628,2,None,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,0,1,0.0,1,0.0,764.0,764.0,GasA,5,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,8,0,0,BuiltIn,2003.0,RFn,2.0,474.0,3,3,2,0,27,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,175500
51,52,528218150,SC20,RL,100.0,18494,2,None,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1324.0,1324.0,GasA,5,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2005.0,Fin,2.0,430.0,3,3,2,36,23,0,0,0,0,0,No,No,0,Jan,2010,WD ,Normal,199500
52,53,528228285,SC120,RL,43.0,3203,2,None,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4,3,2,6,16.0,1,0.0,1129.0,1145.0,GasA,5,Y,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,4,6,8,0,0,Attchd,2006.0,Fin,2.0,437.0,3,3,2,100,116,0,0,0,0,0,No,No,0,Jan,2010,WD ,Normal,160000
53,54,528228440,SC120,RL,43.0,3182,2,None,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,0,6,24.0,1,0.0,1232.0,1256.0,GasA,5,Y,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,8,1,3,Attchd,2004.0,Fin,2.0,430.0,3,3,2,146,20,0,0,144,0,0,No,No,0,Apr,2010,WD ,Normal,192000
54,55,528231020,SC80,RL,67.0,13300,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,326.0,1,0.0,58.0,384.0,GasA,5,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,8,1,4,BuiltIn,2004.0,Fin,2.0,400.0,3,3,2,100,0,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,184500
55,56,528240070,SC60,RL,0.0,7851,2,None,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,625.0,1,0.0,235.0,860.0,GasA,5,Y,SBrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,8,2,3,BuiltIn,2002.0,Fin,2.0,440.0,3,3,2,288,48,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,216500
56,57,528240130,SC60,RL,63.0,8577,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,8,1,4,BuiltIn,2004.0,Fin,2.0,433.0,3,3,2,144,48,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,185088
57,58,528250100,SC80,RL,0.0,7750,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,250.0,1,0.0,134.0,384.0,GasA,5,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,2000.0,Fin,2.0,400.0,3,3,2,180,0,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,180000
58,59,528292020,SC60,RL,0.0,9505,2,None,3,Lvl,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,0,1,0.0,1,0.0,884.0,884.0,GasA,5,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,8,1,4,BuiltIn,2001.0,Fin,2.0,434.0,3,3,2,144,48,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,222500
59,60,528328100,SC60,RL,108.0,14774,2,None,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1393.0,1393.0,GasA,5,Y,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,4,10,8,1,3,BuiltIn,1999.0,Fin,3.0,779.0,3,3,2,668,30,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,333168
60,61,528344070,SC60,RL,60.0,17433,2,None,2,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,4,3,PConc,5,3,0,1,0.0,1,0.0,1629.0,1629.0,GasA,5,Y,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,4,7,8,1,3,Attchd,1998.0,Fin,3.0,962.0,3,3,2,23,172,0,0,256,0,0,No,No,0,Jan,2010,WD ,Normal,355000
61,62,528358010,SC20,RL,59.0,10593,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,0,6,919.0,1,0.0,801.0,1720.0,GasA,5,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,8,1,3,Attchd,1996.0,Fin,2.0,527.0,3,3,2,240,56,154,0,0,0,0,No,No,0,Mar,2010,WD ,Normal,260400
62,63,528363130,SC60,RL,98.0,12256,2,None,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,2,6,1032.0,1,0.0,431.0,1463.0,GasA,5,Y,SBrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,4,9,8,2,3,Attchd,1994.0,RFn,2.0,712.0,3,3,2,186,32,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,325000
63,64,528382020,SC60,RL,92.0,11764,2,None,3,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,0,6,524.0,1,0.0,628.0,1152.0,GasA,5,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,8,1,4,Attchd,1999.0,Fin,3.0,671.0,3,3,2,132,57,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,290000
64,65,528382030,SC60,RL,58.0,16770,2,None,2,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1195.0,1195.0,GasA,4,Y,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,8,0,0,Attchd,1998.0,Fin,2.0,486.0,3,3,2,0,81,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,221000
65,66,528386040,SC50,RL,56.0,14720,2,None,3,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,4,3,PConc,4,3,2,6,816.0,1,0.0,1217.0,2033.0,GasA,5,Y,SBrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,8,1,5,Attchd,1996.0,Fin,3.0,666.0,3,3,2,283,86,0,0,0,0,0,No,No,0,Mar,2010,WD ,Normal,410000
66,67,528445060,SC20,RL,73.0,8987,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1595.0,1595.0,GasA,5,Y,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2005.0,RFn,3.0,880.0,3,3,2,144,0,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,221500
67,68,528456160,SC20,FV,92.0,9215,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1218.0,1218.0,GasA,5,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,8,0,0,Attchd,2009.0,RFn,2.0,676.0,3,3,2,0,136,0,0,0,0,0,No,No,0,Apr,2010,New,Partial,204500
68,69,528458070,SC60,FV,72.0,8640,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,24.0,1,0.0,732.0,756.0,GasA,5,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,2009.0,Unf,2.0,614.0,3,3,2,169,45,0,0,0,0,0,No,No,0,Jun,2010,Con,Normal,215200
69,70,528458110,SC20,FV,75.0,9000,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,2,6,1078.0,1,0.0,488.0,1566.0,GasA,5,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2008.0,RFn,2.0,750.0,3,3,2,144,168,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,262500
70,71,528477080,SC60,FV,100.0,12552,2,None,4,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,222.0,1,0.0,769.0,991.0,GasA,5,Y,SBrkr,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2004.0,RFn,2.0,678.0,3,3,2,0,136,0,0,0,0,0,GdWo,No,0,May,2010,WD ,Normal,254900
71,72,528480090,SC20,FV,84.0,10440,2,None,4,Lvl,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,0,6,1414.0,1,0.0,54.0,1468.0,GasA,5,Y,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2005.0,Fin,2.0,528.0,3,3,2,0,102,0,0,216,0,0,No,No,0,May,2010,WD ,Normal,271500
72,73,531367050,SC60,RL,76.0,10142,2,None,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,656.0,1,0.0,300.0,956.0,GasA,5,Y,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,8,0,0,BuiltIn,2004.0,RFn,2.0,618.0,3,3,2,0,45,0,0,0,0,0,No,No,0,Jan,2010,WD ,Normal,233000
73,74,531369060,SC60,RL,70.0,11920,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,4,3,PConc,4,3,2,1,0.0,1,0.0,831.0,831.0,GasA,5,Y,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,2004.0,RFn,2.0,484.0,3,3,2,144,68,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,181000
74,75,531380080,SC60,RL,0.0,8880,2,None,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,695.0,1,0.0,253.0,948.0,GasA,5,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,8,2,2,Attchd,1994.0,RFn,2.0,463.0,3,3,2,0,130,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,205000
75,76,531451110,SC120,RL,50.0,8012,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,4,543.0,4,119.0,261.0,923.0,GasA,3,Y,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,3,5,8,1,3,Attchd,1980.0,RFn,1.0,264.0,3,3,2,80,0,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,143000
76,77,531451280,SC60,RL,70.0,11218,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1055.0,1055.0,GasA,5,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1992.0,RFn,2.0,462.0,3,3,2,635,104,0,0,0,0,0,GdPrv,Shed,400,May,2010,WD ,Normal,189000
77,78,531452020,SC120,RL,55.0,7892,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,918.0,918.0,GasA,3,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,3,5,8,1,3,Attchd,1979.0,Unf,1.0,264.0,3,3,2,28,0,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,99500
78,79,531452050,SC120,RL,50.0,7175,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,5,623.0,2,121.0,0.0,744.0,GasA,3,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1984.0,Unf,1.0,264.0,3,3,2,353,0,0,0,90,0,0,MnPrv,No,0,Feb,2010,WD ,Normal,125000
79,80,531452180,SC60,RL,0.0,9453,2,None,3,Lvl,4,CulDSac,3,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,4,402.0,1,0.0,594.0,996.0,GasA,5,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,8,0,0,Attchd,1993.0,RFn,2.0,457.0,3,3,2,370,70,0,238,0,0,0,No,No,0,Feb,2010,WD ,Normal,194500
80,81,531453010,SC20,RL,81.0,9672,2,None,4,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,0,6,338.0,1,0.0,702.0,1040.0,GasA,3,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,8,0,0,Attchd,1986.0,Unf,2.0,480.0,3,3,2,0,0,0,0,0,0,0,GdPrv,No,0,May,2010,WD ,Normal,152000
81,82,531453040,SC60,RL,70.0,8400,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,650.0,650.0,GasA,3,Y,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1980.0,Unf,2.0,476.0,3,3,2,0,50,0,0,204,0,0,MnPrv,No,0,Apr,2010,WD ,Normal,171000
82,83,531477050,SC30,RH,70.0,9800,2,None,4,Lvl,4,Corner,3,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,0,1,0.0,1,0.0,816.0,816.0,GasA,3,N,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1920.0,Unf,1.0,429.0,3,3,2,121,0,80,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,67500
83,84,532351140,SC90,RM,68.0,8930,2,None,4,Lvl,4,Inside,3,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,8,0,0,Attchd,1978.0,Unf,2.0,539.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,112000
84,85,532354090,SC85,RL,88.0,11782,2,None,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,5,899.0,1,0.0,210.0,1109.0,GasA,3,Y,SBrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,6,0,0,Detchd,1987.0,Unf,2.0,576.0,3,3,2,192,0,0,0,0,0,0,MnPrv,Shed,400,Jun,2010,WD ,Normal,148000
85,86,532376160,SC20,RL,65.0,8450,2,None,4,Lvl,4,Inside,3,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,6,553.0,4,117.0,224.0,894.0,GasA,5,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,8,1,4,Detchd,1973.0,Unf,1.0,336.0,3,3,2,416,144,0,0,0,0,0,MnPrv,No,0,Apr,2010,WD ,Normal,138500
86,87,532377060,SC20,RL,0.0,9819,2,None,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,0,4,450.0,1,0.0,432.0,882.0,GasA,3,Y,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1970.0,Unf,1.0,280.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No,0,Feb,2010,WD ,Normal,122000
87,88,532377100,SC20,RL,75.0,7500,2,None,4,Lvl,4,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,824.0,1,0.0,216.0,1040.0,GasA,2,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,8,0,0,Attchd,1963.0,Fin,1.0,308.0,3,3,2,0,0,220,0,0,0,0,MnPrv,No,0,Jun,2010,WD ,Normal,133000
88,89,532378110,SC20,RL,0.0,6897,2,None,3,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,0,5,659.0,1,0.0,381.0,1040.0,GasA,5,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1962.0,Unf,1.0,260.0,3,3,2,0,104,0,0,0,0,0,No,No,0,Apr,2010,WD ,Normal,127000
89,90,532479070,SC20,RL,39.0,15410,2,None,3,Lvl,4,CulDSac,3,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,3,4,126.0,6,859.0,223.0,1208.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,8,2,2,Attchd,1974.0,Fin,2.0,461.0,3,3,2,296,0,186,0,0,0,0,GdPrv,No,0,Apr,2010,WD ,Abnorml,169000
90,91,533130020,SC60,RL,107.0,10186,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,6,674.0,1,0.0,76.0,750.0,GasA,5,Y,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1992.0,RFn,2.0,564.0,3,3,2,240,39,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,190000
91,92,533130130,SC60,RL,85.0,13143,2,None,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,4,3,PConc,4,3,0,2,250.0,6,981.0,0.0,1231.0,GasA,5,Y,SBrkr,1251,1098,0,2349,1.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1993.0,RFn,3.0,762.0,3,3,2,32,130,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,362500
92,93,533130160,SC60,RL,88.0,11134,2,None,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,4,3,PConc,4,3,0,6,1129.0,1,0.0,261.0,1390.0,GasA,5,Y,SBrkr,1402,823,0,2225,1.0,0.0,2,1,4,1,4,7,8,1,3,Attchd,1992.0,RFn,3.0,713.0,3,3,2,198,30,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,285000
93,94,533205060,SC120,FV,25.0,4835,2,None,3,Lvl,4,CulDSac,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,5,3,2,6,1298.0,1,0.0,190.0,1488.0,GasA,5,Y,SBrkr,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2004.0,Fin,2.0,506.0,3,3,2,168,50,0,0,0,0,0,No,No,0,Mar,2010,WD ,Normal,260000
94,95,533208090,SC160,FV,39.0,3515,2,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,840,0,1680,0.0,0.0,2,1,2,1,4,3,8,0,0,Attchd,2004.0,RFn,2.0,588.0,3,3,2,0,111,0,0,0,0,0,No,No,0,Jan,2010,WD ,Normal,190000
95,96,533210060,SC160,FV,30.0,3215,2,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,4,3,PConc,4,3,2,6,280.0,1,0.0,320.0,600.0,GasA,5,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,2004.0,RFn,2.0,480.0,3,3,2,0,172,0,0,0,0,0,No,No,0,Apr,2010,ConLD,Normal,155000
96,97,533212010,SC160,FV,30.0,3182,2,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,600.0,600.0,GasA,5,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,2004.0,RFn,2.0,480.0,3,3,2,0,172,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,151000
97,98,533212020,SC160,FV,24.0,2544,2,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,6,368.0,5,42.0,190.0,600.0,GasA,5,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,2004.0,RFn,2.0,480.0,3,3,2,0,172,0,0,0,0,0,No,No,0,Feb,2010,WD ,Normal,149500
98,99,533212060,SC160,FV,24.0,2544,2,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,4,3,PConc,4,3,0,6,376.0,1,0.0,224.0,600.0,GasA,5,Y,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,4,4,8,0,0,Detchd,2005.0,RFn,2.0,480.0,3,3,2,0,166,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,152000
99,100,533213030,SC20,FV,0.0,4403,2,None,2,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,5,3,PConc,5,3,2,6,578.0,1,0.0,892.0,1470.0,GasA,5,Y,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,4,7,8,1,4,Attchd,2009.0,Fin,2.0,484.0,3,3,2,0,144,0,0,0,0,0,No,No,0,Jun,2010,New,Partial,222000
100,101,533221090,SC160,FV,0.0,2117,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,0,6,378.0,1,0.0,378.0,756.0,GasA,5,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,4,5,8,0,0,Detchd,2000.0,Unf,2.0,440.0,3,3,2,0,32,0,0,0,0,0,No,No,0,Jun,2010,WD ,Normal,177500
101,102,533221110,SC160,FV,0.0,2980,2,None,4,Lvl,4,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159.0,4,3,PConc,4,3,0,6,466.0,1,0.0,290.0,756.0,GasA,5,Y,SBrkr,756,756,0,1512,1.0,0.0,2,1,2,1,4,5,8,0,0,Detchd,2000.0,Unf,2.0,440.0,3,3,2,0,32,0,0,0,0,0,No,No,0,May,2010,WD ,Normal,177000
